N_Illesi,N_Feriti,N_Morti,UnixDate,LAT,LNG
2,1,0,1210227300.0,45.691240,9.659776
2,0,0,1210237800.0,45.668730,9.636076
3,0,0,1210253100.0,45.676694,9.671283
1,1,0,1210254600.0,45.689594,9.710140
0,4,0,1210156800.0,45.702508,9.677757
2,0,0,1210168800.0,45.699199,9.657096
6,0,0,1210176000.0,45.689202,9.645886
1,0,0,1210182600.0,45.693066,9.672052
1,1,0,1210192500.0,45.689994,9.665617
2,0,0,1210182300.0,45.697377,9.658905
1,1,0,1210184100.0,45.701234,9.653871
3,0,0,1210172400.0,45.702238,9.671727
1,1,0,1210137300.0,45.679815,9.697305
1,1,0,1210154400.0,45.675802,9.668558
5,0,0,1210155000.0,45.679613,9.661668
1,1,0,1210052100.0,45.681978,9.678579
2,0,0,1210054800.0,45.696756,9.658575
1,0,0,1210066200.0,45.702171,9.643969
1,0,0,1210087800.0,45.673393,9.661631
2,0,0,1210092600.0,45.689181,9.670941
2,0,0,1209966300.0,45.693858,9.688174
1,1,0,1209967800.0,45.693394,9.675309
4,0,0,1209979800.0,45.687755,9.672004
0,1,0,1209987900.0,45.700567,9.679324
1,0,0,1209989700.0,45.694214,9.673211
2,0,0,1209895200.0,45.719166,9.661401
4,0,0,1209805800.0,45.689059,9.708129
2,0,0,1209822300.0,45.715653,9.668019
1,0,0,1209791400.0,45.697304,9.669965
2,0,0,1209736800.0,45.688572,9.695807
1,1,0,1209713700.0,45.698021,9.656091
1,1,0,1209726000.0,45.689192,9.641259
1,1,0,1209735000.0,45.675587,9.645850
2,1,0,1209739200.0,45.689518,9.669220
2,1,0,1209746400.0,45.695710,9.660541
1,1,0,1209711300.0,45.674684,9.660878
0,1,0,1209716100.0,45.698695,9.672300
0,0,0,1209732300.0,45.697830,9.679647
3,0,0,1209663000.0,45.688887,9.670334
1,0,0,1209663000.0,45.674539,9.663004
2,1,0,1209623400.0,45.721022,9.674871
0,2,0,1209630000.0,45.705587,9.686661
7,0,0,1209632400.0,45.695348,9.666810
0,0,0,1209671400.0,45.698432,9.677417
3,1,0,1209674700.0,45.696822,9.683636
1,0,0,1209678300.0,45.693754,9.628089
1,1,0,1209572400.0,45.694776,9.693021
1,1,0,1209539700.0,45.704956,9.684531
1,0,0,1209547800.0,45.687712,9.711832
0,1,0,1209562200.0,45.702175,9.671763
5,1,0,1209571800.0,45.690706,9.666090
1,1,0,1209452700.0,45.694592,9.688581
5,0,0,1209462600.0,45.684938,9.657854
2,0,0,1209477600.0,45.692537,9.630651
0,0,0,1209492000.0,45.697163,9.676377
2,0,0,1209453300.0,45.679725,9.694505
0,1,0,1209447000.0,45.695985,9.668806
1,1,0,1209360000.0,45.695850,9.656841
3,0,0,1209369600.0,45.695980,9.653207
2,1,0,1209383700.0,45.706381,9.688502
1,1,0,1209393900.0,45.687538,9.712041
2,0,0,1209397800.0,45.678218,9.675274
1,1,0,1209401400.0,45.690264,9.660482
1,1,0,1209411000.0,45.684990,9.662530
2,0,0,1209313200.0,45.687003,9.655713
3,0,0,1209231900.0,45.692396,9.672826
1,1,0,1209197100.0,45.688817,9.655940
2,0,0,1209206400.0,45.718624,9.661618
2,0,0,1209215700.0,45.680200,9.642844
3,0,0,1209223800.0,45.690440,9.630833
2,0,0,1209227400.0,45.715870,9.672358
1,2,0,1209144480.0,45.683696,9.702335
5,0,0,1209150600.0,45.686550,9.662952
2,2,0,1209152700.0,45.687748,9.672181
2,1,0,1209158400.0,45.679010,9.661586
2,0,0,1209016080.0,45.682703,9.679106
1,1,0,1209055800.0,45.689474,9.671543
3,0,0,1209060900.0,45.690704,9.675322
4,1,0,1209066600.0,45.695886,9.693936
2,0,0,1209043800.0,45.694504,9.694158
2,0,0,1209033000.0,45.689211,9.655885
3,0,0,1209050100.0,45.695649,9.687460
3,0,0,1209053400.0,45.690354,9.657297
2,0,0,1209017400.0,45.677858,9.669033
1,3,0,1209027300.0,45.685864,9.673182
2,0,0,1209029100.0,45.693954,9.673832
1,1,0,1208930400.0,45.692396,9.672826
2,0,0,1208961300.0,45.675847,9.661120
2,1,0,1208964600.0,45.676074,9.661138
1,2,0,1208976900.0,45.713076,9.701853
1,0,0,1208984400.0,45.706326,9.658946
1,0,0,1208984400.0,45.688917,9.707340
1,1,0,1208846400.0,45.703989,9.683959
2,0,0,1208862000.0,45.688003,9.711199
1,0,0,1208870100.0,45.698366,9.657143
1,1,0,1208875500.0,45.709864,9.693860
2,3,0,1208878500.0,45.678841,9.650206
2,1,0,1208884500.0,45.694217,9.671163
1,0,0,1208775000.0,45.691097,9.674295
7,0,0,1208757600.0,45.675797,9.683336
1,0,0,1208762700.0,45.697529,9.634450
1,0,0,1208806800.0,45.676419,9.669893
6,0,0,1208691000.0,45.690065,9.672752
4,0,0,1208710800.0,45.692396,9.672826
3,0,0,1208712000.0,45.708703,9.673974
2,1,0,1208719500.0,45.704332,9.677762
3,0,0,1208725800.0,45.689518,9.669220
6,0,0,1208596500.0,45.698146,9.695348
2,0,0,1208622600.0,45.686550,9.662952
2,3,0,1208630700.0,45.681428,9.677322
2,0,0,1208641800.0,45.693942,9.671075
2,0,0,1208615400.0,45.692831,9.678831
1,0,0,1208622600.0,45.695523,9.654991
1,0,0,1208597700.0,45.706210,9.658421
0,2,0,1208544000.0,45.689671,9.665399
0,2,0,1208552400.0,45.704464,9.671734
0,2,0,1208553300.0,45.688850,9.670242
1,0,0,1208519400.0,45.695636,9.662684
3,2,0,1208498400.0,45.676239,9.664499
1,0,0,1208501400.0,45.698285,9.666490
2,0,0,1208511600.0,45.699821,9.667036
2,0,0,1208526600.0,45.675627,9.661026
3,0,0,1208497500.0,45.694197,9.649909
1,1,0,1208497800.0,45.678461,9.672631
0,3,0,1208499000.0,45.669803,9.639053
2,0,0,1208510100.0,45.688521,9.648600
1,1,0,1208538000.0,45.709327,9.673454
3,0,0,1208543400.0,45.713570,9.683114
2,1,0,1208425800.0,45.688817,9.655940
1,1,0,1208448600.0,45.713477,9.702466
2,0,0,1208466000.0,45.694671,9.654591
1,2,0,1208412000.0,45.680088,9.672720
2,0,0,1208415600.0,45.699248,9.668076
0,1,0,1208336100.0,45.683087,9.698623
0,1,0,1208349000.0,45.679153,9.637630
3,0,0,1208335500.0,45.695564,9.667067
1,0,0,1208342700.0,45.698742,9.668282
1,1,0,1208349000.0,45.702463,9.681786
2,0,0,1208350800.0,45.697759,9.654616
0,1,0,1208354400.0,45.706874,9.689595
2,0,0,1208363400.0,45.675260,9.645481
2,0,0,1208261400.0,45.691204,9.690307
1,1,0,1208259300.0,45.695937,9.654353
1,1,0,1208238900.0,45.688668,9.678017
3,0,0,1208247000.0,45.677817,9.668781
1,1,0,1208238300.0,45.706381,9.688504
2,0,0,1208245500.0,45.695481,9.666695
2,1,0,1208252400.0,45.695732,9.659990
1,1,0,1208152200.0,45.691220,9.674470
1,0,0,1208152800.0,45.698986,9.661871
1,0,0,1208167200.0,45.696138,9.631824
5,0,0,1208172600.0,45.704562,9.695340
3,0,0,1208178000.0,45.689501,9.661102
1,1,0,1208187000.0,45.699104,9.667855
1,1,0,1208181900.0,45.693512,9.675621
1,0,0,1208191800.0,45.675767,9.669325
1,0,0,1208097000.0,45.695469,9.669249
2,2,0,1208083200.0,45.693159,9.642935
1,0,0,1208108400.0,45.697569,9.673651
2,0,0,1208096400.0,45.702920,9.678276
0,3,0,1208027700.0,45.674686,9.660879
3,1,0,1208033100.0,45.692040,9.672381
5,1,0,1208036400.0,45.697307,9.669970
1,1,0,1207986000.0,45.693199,9.664054
4,2,0,1208000400.0,45.694612,9.678861
2,0,0,1208009700.0,45.694540,9.656425
2,1,0,1207989900.0,45.687755,9.672004
1,0,0,1207919700.0,45.691906,9.672204
1,0,0,1207891800.0,45.700678,9.653311
1,1,0,1207902000.0,45.703143,9.682783
2,0,0,1207908600.0,45.689242,9.656691
3,1,0,1207937700.0,45.718624,9.661618
1,1,0,1207914600.0,45.683116,9.679889
2,1,0,1207928400.0,45.676858,9.637363
4,0,0,1207827000.0,45.698354,9.677343
0,1,0,1207822500.0,45.707722,9.676380
2,1,0,1207848000.0,45.687795,9.660916
2,0,0,1207859700.0,45.709727,9.682365
1,0,0,1207740600.0,45.695934,9.694100
0,1,0,1207756200.0,45.695850,9.656841
1,3,0,1207760400.0,45.675962,9.669603
2,1,0,1207764600.0,45.688815,9.655938
2,1,0,1207735500.0,45.676576,9.671266
3,0,0,1207746300.0,45.693568,9.649968
1,0,0,1207728900.0,45.695756,9.659350
2,0,0,1207720080.0,45.681851,9.678385
1,0,0,1207669500.0,45.695934,9.694100
3,0,0,1207634700.0,45.683599,9.659626
1,0,0,1207650600.0,45.688736,9.696212
2,0,0,1207638600.0,45.688066,9.664873
5,1,0,1207664400.0,45.676298,9.664283
2,1,0,1207548000.0,45.687671,9.666447
2,0,0,1207553700.0,45.693003,9.674119
1,1,0,1207566000.0,45.688887,9.670340
5,0,0,1207572900.0,45.675835,9.661147
3,0,0,1207575600.0,45.694593,9.688577
1,1,0,1207587600.0,45.710784,9.674549
4,0,0,1207486800.0,45.685557,9.673214
1,2,0,1207375800.0,45.695748,9.704659
6,0,0,1207384200.0,45.688959,9.706799
1,1,0,1207414800.0,45.682391,9.677781
1,0,0,1207416600.0,45.672825,9.662031
2,0,0,1207393200.0,45.689150,9.669820
2,1,0,1207400400.0,45.696250,9.630935
4,1,0,1207419600.0,45.672730,9.662170
1,1,0,1207314000.0,45.693536,9.671529
2,0,0,1207318500.0,45.696340,9.668330
1,1,0,1207320900.0,45.714551,9.664218
0,2,0,1207325400.0,45.675583,9.669648
2,0,0,1207335600.0,45.688350,9.663108
1,2,0,1207225800.0,45.704562,9.695340
1,1,0,1207249800.0,45.695672,9.661869
1,0,0,1207227900.0,45.694356,9.659784
1,5,0,1207143900.0,45.681204,9.639895
3,0,0,1207121400.0,45.699104,9.652776
2,0,0,1207133700.0,45.679421,9.682003
2,1,0,1207134000.0,45.699415,9.695986
2,0,0,1207143000.0,45.692735,9.658399
2,0,0,1207133400.0,45.695777,9.693878
4,0,0,1207046400.0,45.704045,9.694291
2,0,0,1207049400.0,45.697749,9.680691
2,0,0,1207066920.0,45.670241,9.662212
1,1,0,1207036800.0,45.693442,9.671634
3,1,0,1207042200.0,45.692188,9.639397
1,1,0,1207071000.0,45.689994,9.665617
1,2,0,1207073700.0,45.695679,9.673679
0,0,0,1207046400.0,45.699114,9.652790
2,0,0,1207041300.0,45.695930,9.654544
4,0,0,1207060200.0,45.687870,9.665868
2,0,0,1207042200.0,45.704616,9.647920
2,0,0,1206943800.0,45.692735,9.688112
3,1,0,1206948300.0,45.695551,9.664634
1,1,0,1206971100.0,45.668886,9.638042
2,1,0,1206985500.0,45.692349,9.659000
2,0,0,1206948000.0,45.692396,9.672826
2,0,0,1206856800.0,45.685678,9.660432
2,1,0,1206870600.0,45.692433,9.658952
1,1,0,1206871800.0,45.692810,9.640989
3,0,0,1206885600.0,45.705622,9.683437
6,0,0,1206813600.0,45.685850,9.660486
0,2,0,1206827700.0,45.694603,9.671569
3,0,0,1206781200.0,45.704364,9.695348
1,1,0,1206788700.0,45.708801,9.681593
1,1,0,1206792300.0,45.681526,9.679098
3,0,0,1206795600.0,45.687984,9.667424
2,0,0,1206801900.0,45.681978,9.678579
6,0,0,1206826200.0,45.714550,9.666227
1,1,0,1206789000.0,45.692409,9.657374
1,2,0,1206792900.0,45.676606,9.671266
1,0,0,1206693000.0,45.678277,9.661085
1,0,0,1206695400.0,45.694738,9.668704
2,0,0,1206691200.0,45.690062,9.672746
1,1,0,1206698400.0,45.687339,9.670939
4,0,0,1206703800.0,45.697942,9.668964
2,0,0,1206715200.0,45.693568,9.649968
0,1,0,1206597600.0,45.677809,9.648532
1,1,0,1206609900.0,45.710005,9.702570
2,1,0,1206634800.0,45.689035,9.694762
1,1,0,1206639600.0,45.677269,9.672575
1,1,0,1206641100.0,45.681564,9.667644
2,1,0,1206652800.0,45.693522,9.692590
2,0,0,1206642300.0,45.694360,9.659786
1,2,0,1206653400.0,45.675872,9.652706
2,0,0,1206541800.0,45.688000,9.667669
2,0,0,1206517200.0,45.690167,9.663390
2,0,0,1206520800.0,45.693383,9.692541
3,0,0,1206526200.0,45.710223,9.648705
1,1,0,1206543600.0,45.690777,9.658474
1,2,0,1206540900.0,45.699991,9.684423
2,1,0,1206545400.0,45.675055,9.638632
2,0,0,1206547800.0,45.702194,9.685044
5,0,0,1206553200.0,45.694196,9.670759
2,2,0,1206553800.0,45.682756,9.662167
2,0,0,1206436200.0,45.694058,9.689557
1,1,0,1206453600.0,45.693987,9.676742
3,0,0,1206435600.0,45.680632,9.674724
1,1,0,1206432600.0,45.694217,9.671163
0,0,0,1206432000.0,45.690490,9.663446
3,0,0,1206356400.0,45.670601,9.639960
2,0,0,1206378900.0,45.692831,9.678831
3,1,0,1206359400.0,45.707713,9.680590
1,2,0,1206367200.0,45.683368,9.664905
1,0,0,1206376200.0,45.689993,9.665620
2,0,0,1206397800.0,45.667531,9.636578
3,0,0,1206268800.0,45.676142,9.661997
1,0,0,1206181800.0,45.693607,9.669809
1,1,0,1206182700.0,45.677326,9.649283
2,2,0,1206193800.0,45.670851,9.661143
1,1,0,1206191700.0,45.693159,9.642935
2,1,0,1206198300.0,45.688621,9.664690
4,1,0,1206204900.0,45.707159,9.699283
1,1,0,1206211200.0,45.682741,9.679229
3,1,0,1206214200.0,45.691144,9.674250
2,0,0,1206172800.0,45.686622,9.705122
5,2,0,1206183600.0,45.676591,9.671299
2,0,0,1206105300.0,45.678555,9.675957
2,1,0,1206109800.0,45.693305,9.693108
2,0,0,1206128400.0,45.698138,9.671365
5,0,0,1206133500.0,45.694039,9.668448
2,0,0,1206097200.0,45.702229,9.681441
2,0,0,1206003000.0,45.686988,9.683625
2,2,0,1206019200.0,45.699360,9.695670
1,1,0,1206031500.0,45.675260,9.645481
0,3,0,1206039600.0,45.695973,9.660110
4,0,0,1205925300.0,45.698196,9.659244
0,2,0,1205947200.0,45.675111,9.680751
1,1,0,1205949000.0,45.693201,9.674910
2,0,0,1205834400.0,45.695710,9.660541
2,0,0,1205825100.0,45.689287,9.645957
4,1,0,1205865300.0,45.709830,9.702510
5,0,0,1205876700.0,45.707722,9.680654
1,0,0,1205746200.0,45.675789,9.652888
3,0,0,1205767800.0,45.675475,9.657010
1,1,0,1205772300.0,45.694405,9.689276
3,0,0,1205766900.0,45.688817,9.655940
2,0,0,1205784600.0,45.700193,9.652906
3,0,0,1205744400.0,45.693522,9.692590
1,1,0,1205736600.0,45.710828,9.697653
3,0,0,1205736000.0,45.675729,9.653188
1,1,0,1205737200.0,45.692420,9.677624
0,2,0,1205742900.0,45.696367,9.675019
1,0,0,1205745300.0,45.692425,9.669975
2,1,0,1205744700.0,45.689439,9.661153
2,0,0,1205754300.0,45.689287,9.645957
2,2,0,1205760900.0,45.675519,9.645785
1,1,0,1205766960.0,45.692399,9.663783
1,0,0,1205661600.0,45.696960,9.670348
3,1,0,1205667900.0,45.694094,9.709213
1,0,0,1205658000.0,45.696230,9.677051
0,0,0,1205698500.0,45.693824,9.673493
0,0,0,1205705700.0,45.701245,9.672884
3,0,0,1205578200.0,45.678188,9.669419
4,0,0,1205607600.0,45.703046,9.678101
2,0,0,1205617800.0,45.692398,9.664880
0,2,0,1205585100.0,45.677016,9.684392
1,1,0,1205618400.0,45.706499,9.658444
1,0,0,1205496900.0,45.693003,9.674119
2,1,0,1205509200.0,45.713587,9.682068
3,0,0,1205488800.0,45.696698,9.667901
2,0,0,1205491500.0,45.688207,9.660044
1,1,0,1205519100.0,45.689239,9.656053
1,2,0,1205480400.0,45.704364,9.695348
2,1,0,1205426700.0,45.713068,9.685251
1,1,0,1205417700.0,45.693853,9.676420
1,2,0,1205418900.0,45.702794,9.662048
1,2,0,1205422800.0,45.698091,9.679583
2,0,0,1205430720.0,45.690621,9.663470
1,1,0,1205389800.0,45.687540,9.703529
3,6,0,1205391900.0,45.679721,9.694977
0,1,0,1205402400.0,45.688887,9.670340
2,0,0,1205404800.0,45.705587,9.686661
2,0,0,1205400300.0,45.692388,9.657354
1,1,0,1205307000.0,45.704134,9.694176
1,1,0,1205314800.0,45.694217,9.671163
3,1,0,1205320200.0,45.691173,9.670641
3,0,0,1205324700.0,45.691811,9.643338
1,3,0,1205340600.0,45.675624,9.673538
1,1,0,1205348400.0,45.689518,9.669220
2,0,0,1205309700.0,45.709338,9.697580
1,1,0,1205316300.0,45.692510,9.672695
2,0,0,1205334600.0,45.681660,9.677831
4,0,0,1205329800.0,45.675791,9.668569
0,0,0,1205272800.0,45.695096,9.676238
2,0,0,1205240700.0,45.711944,9.684331
2,0,0,1205230500.0,45.687984,9.667424
2,0,0,1205239800.0,45.704562,9.695340
1,1,0,1205249400.0,45.674924,9.660909
0,1,0,1205258400.0,45.695408,9.667070
3,0,0,1205137200.0,45.690299,9.673217
4,0,0,1205139600.0,45.694297,9.670104
3,0,0,1205159400.0,45.685557,9.673214
1,1,0,1205168400.0,45.679149,9.673534
2,0,0,1205172000.0,45.694612,9.678861
5,0,0,1205175000.0,45.712858,9.685496
1,1,0,1205159400.0,45.690175,9.665737
4,0,0,1205164800.0,45.698998,9.687591
1,2,0,1205165100.0,45.708640,9.704827
0,1,0,1205074500.0,45.682753,9.631817
1,0,0,1205038800.0,45.698334,9.655401
0,1,0,1205069400.0,45.685864,9.673182
3,1,0,1205072700.0,45.677626,9.685826
1,0,0,1204952400.0,45.683859,9.669264
0,0,0,1204963200.0,45.670024,9.675011
1,1,0,1204968600.0,45.690186,9.704247
1,1,0,1204975200.0,45.693297,9.645505
6,0,0,1204994700.0,45.689267,9.656062
2,0,0,1204969800.0,45.707316,9.681601
3,1,0,1204994700.0,45.713595,9.675082
3,0,0,1204996800.0,45.700567,9.679324
0,1,0,1204868700.0,45.670170,9.660362
2,0,0,1204873800.0,45.677878,9.668955
2,0,0,1204886700.0,45.675759,9.654315
2,0,0,1204896900.0,45.693515,9.692626
3,0,0,1204909800.0,45.701142,9.665937
1,1,0,1204875000.0,45.705147,9.678479
1,1,0,1204806300.0,45.697657,9.676792
2,0,0,1204830600.0,45.689439,9.661153
1,1,0,1204803600.0,45.692409,9.657374
0,2,0,1204805400.0,45.693541,9.649386
2,0,0,1204817700.0,45.675832,9.661056
3,0,0,1204815600.0,45.671170,9.662539
1,1,0,1204704000.0,45.688350,9.663108
1,1,0,1204710900.0,45.685784,9.689896
3,0,0,1204725600.0,45.686102,9.673937
2,0,0,1204734900.0,45.687569,9.712171
1,1,0,1204741800.0,45.692736,9.658753
1,0,0,1204640400.0,45.698319,9.695058
1,2,0,1204615800.0,45.693942,9.671075
1,0,0,1204625700.0,45.697611,9.655683
2,0,0,1204636500.0,45.687984,9.667424
3,0,0,1204644900.0,45.668203,9.637295
1,1,0,1204649100.0,45.675677,9.646000
1,1,0,1204650900.0,45.679820,9.643730
1,1,0,1204652700.0,45.694094,9.709213
1,0,0,1204627800.0,45.676323,9.686135
1,1,0,1204551000.0,45.695895,9.683774
3,0,0,1204562100.0,45.704795,9.678999
2,0,0,1204527900.0,45.685864,9.673182
2,1,0,1204555320.0,45.689202,9.645886
2,0,0,1204544100.0,45.673503,9.664274
1,1,0,1204493700.0,45.694217,9.671163
7,0,0,1204460100.0,45.704025,9.694264
1,0,0,1204464000.0,45.688671,9.648257
0,0,0,1204471800.0,45.700673,9.674066
3,2,0,1204473600.0,45.682146,9.633903
1,2,0,1204410300.0,45.703149,9.670467
1,1,0,1204381800.0,45.694057,9.668633
1,0,0,1204385700.0,45.700593,9.676055
2,1,0,1204387800.0,45.681383,9.676967
0,1,0,1204359300.0,45.688688,9.696164
3,0,0,1204368600.0,45.687050,9.670527
1,1,0,1204366800.0,45.686549,9.691592
1,0,0,1204358400.0,45.697914,9.655961
1,3,0,1204290600.0,45.687344,9.643265
2,0,0,1204303200.0,45.701360,9.677801
1,1,0,1204316400.0,45.700126,9.674717
1,0,0,1204274400.0,45.691150,9.690272
1,0,0,1204292700.0,45.687344,9.643265
2,1,0,1204267800.0,45.693160,9.642939
1,1,0,1204284600.0,45.703419,9.629257
3,0,0,1204191900.0,45.690299,9.673217
2,0,0,1204225200.0,45.692225,9.653759
1,1,0,1204191000.0,45.698071,9.679730
0,0,0,1204192800.0,45.698354,9.677343
4,0,0,1204216800.0,45.670848,9.661198
1,1,0,1204210800.0,45.693512,9.675621
1,0,0,1204188000.0,45.695292,9.667343
3,0,0,1204104000.0,45.689778,9.665471
1,2,0,1204129320.0,45.690466,9.700200
2,0,0,1204108200.0,45.700482,9.651258
1,1,0,1204098300.0,45.694989,9.687083
3,0,0,1204095900.0,45.686454,9.673317
2,0,0,1204099260.0,45.694217,9.671163
2,1,0,1204049700.0,45.687984,9.667424
2,0,0,1204042500.0,45.675817,9.661088
1,1,0,1204009500.0,45.693418,9.647293
1,2,0,1203927000.0,45.692701,9.691793
1,0,0,1203930900.0,45.690804,9.658550
2,0,0,1203936300.0,45.675592,9.670071
1,1,0,1203948000.0,45.675774,9.655323
1,1,0,1203954000.0,45.694405,9.689276
2,0,0,1203936600.0,45.696190,9.674649
1,1,0,1203954600.0,45.707339,9.676795
3,0,0,1203832200.0,45.695551,9.664626
2,0,0,1203876000.0,45.691399,9.673547
2,1,0,1203797100.0,45.698265,9.684813
5,0,0,1203777900.0,45.691141,9.674164
0,7,0,1203770400.0,45.704739,9.685052
0,1,0,1203777000.0,45.689202,9.645886
1,1,0,1203706200.0,45.693601,9.652618
1,0,0,1203674400.0,45.696424,9.678473
3,1,0,1203683400.0,45.687954,9.676261
2,0,0,1203666900.0,45.711521,9.687987
1,2,0,1203670200.0,45.694274,9.689763
3,0,0,1203712800.0,45.697165,9.676375
2,0,0,1203706800.0,45.688207,9.660044
4,0,0,1203676800.0,45.694344,9.674847
1,1,0,1203678600.0,45.694364,9.659410
2,0,0,1203597600.0,45.676194,9.666535
2,0,0,1203602400.0,45.718624,9.661618
3,0,0,1203615600.0,45.675759,9.668595
2,0,0,1203573600.0,45.677809,9.648532
1,1,0,1203577200.0,45.679125,9.693733
1,0,0,1203593700.0,45.693491,9.692298
1,0,0,1203592800.0,45.709064,9.678365
2,0,0,1203523200.0,45.698216,9.695281
4,0,0,1203522300.0,45.691454,9.645807
4,0,0,1203529200.0,45.706381,9.688502
0,1,0,1203513300.0,45.693394,9.675309
2,0,0,1203502200.0,45.682728,9.662161
1,0,0,1203501600.0,45.680898,9.660716
2,0,0,1203532200.0,45.682771,9.656958
1,1,0,1203445200.0,45.706789,9.693451
0,1,0,1203403800.0,45.675864,9.652770
2,0,0,1203413700.0,45.689202,9.645886
0,0,0,1203418200.0,45.683346,9.662263
3,0,0,1203432300.0,45.695561,9.666747
1,3,0,1203426000.0,45.680434,9.672949
2,0,0,1203428340.0,45.673391,9.661630
1,1,0,1203440400.0,45.681204,9.639895
1,1,0,1203445500.0,45.692694,9.708385
2,0,0,1203453600.0,45.685093,9.666895
1,0,0,1203420600.0,45.704795,9.678999
0,1,0,1203318000.0,45.693512,9.675621
1,1,0,1203317100.0,45.699689,9.696125
1,0,0,1203326400.0,45.699628,9.667253
0,3,0,1203330600.0,45.678030,9.674863
1,1,0,1203340500.0,45.695731,9.659989
2,0,0,1203350400.0,45.693036,9.656411
1,1,0,1203360000.0,45.690264,9.660482
1,1,0,1203322200.0,45.703989,9.694414
4,0,0,1203268800.0,45.688875,9.670306
1,1,0,1203280200.0,45.688815,9.655938
2,0,0,1203261000.0,45.675962,9.669603
2,0,0,1203159000.0,45.697898,9.680457
1,1,0,1203170700.0,45.719640,9.660464
0,1,0,1203196200.0,45.694500,9.628209
1,1,0,1203144300.0,45.714338,9.685291
2,0,0,1203092400.0,45.681654,9.671634
0,2,0,1203073800.0,45.678731,9.641336
1,0,0,1202970600.0,45.687569,9.712171
1,1,0,1202976000.0,45.690645,9.671661
1,1,0,1203014100.0,45.683587,9.641070
1,1,0,1202972400.0,45.685378,9.674595
2,0,0,1202976600.0,45.692872,9.657485
2,0,0,1202992800.0,45.671895,9.661542
1,1,0,1203003300.0,45.692999,9.662939
2,0,0,1203004800.0,45.681851,9.678385
2,0,0,1203012300.0,45.686550,9.662952
1,0,0,1202891400.0,45.695856,9.683928
1,1,0,1202899500.0,45.718971,9.679125
2,0,0,1202912580.0,45.706237,9.659282
2,0,0,1202922000.0,45.688999,9.667587
1,1,0,1202935800.0,45.690217,9.630729
0,0,0,1202895900.0,45.694145,9.668617
1,0,0,1202801100.0,45.696773,9.702976
1,1,0,1202820600.0,45.704019,9.694372
2,2,0,1202805000.0,45.705770,9.690119
4,2,0,1202822400.0,45.692644,9.672540
1,1,0,1202712300.0,45.693512,9.675621
2,0,0,1202713200.0,45.712513,9.700800
1,0,0,1202731200.0,45.689234,9.668862
1,0,0,1202733900.0,45.712399,9.666151
3,1,0,1202739300.0,45.687984,9.667424
0,2,0,1202742900.0,45.679613,9.661668
2,1,0,1202707800.0,45.696717,9.682263
2,0,0,1202713800.0,45.675962,9.669603
1,1,0,1202716800.0,45.683023,9.675754
1,0,0,1202619600.0,45.681094,9.672763
1,1,0,1202679000.0,45.691141,9.690272
4,0,0,1202562000.0,45.693975,9.649613
1,1,0,1202565600.0,45.680839,9.661855
1,1,0,1202552400.0,45.709092,9.694848
1,1,0,1202508000.0,45.702229,9.681441
0,1,0,1202470800.0,45.687199,9.693275
2,0,0,1202457000.0,45.690581,9.702852
2,0,0,1202466900.0,45.692396,9.672826
3,0,0,1202480400.0,45.676257,9.660980
2,1,0,1202473800.0,45.702154,9.678593
1,1,0,1202492400.0,45.683023,9.675754
3,0,0,1202496300.0,45.701883,9.678711
1,1,0,1202507400.0,45.694942,9.681087
3,0,0,1202466600.0,45.696004,9.652274
2,0,0,1202468400.0,45.710122,9.682117
1,0,0,1202482800.0,45.687451,9.667778
1,2,0,1202380200.0,45.696340,9.668330
2,2,0,1202405400.0,45.706564,9.658095
2,0,0,1202407500.0,45.710691,9.697348
2,1,0,1202394000.0,45.713532,9.694968
4,0,0,1202389200.0,45.675832,9.661098
2,0,0,1202397000.0,45.688763,9.656044
1,2,0,1202400900.0,45.686098,9.673931
2,0,0,1202381400.0,45.702127,9.678195
1,1,0,1202393400.0,45.692409,9.657374
1,1,0,1202395500.0,45.696275,9.693749
2,0,0,1202402580.0,45.692399,9.663783
3,0,0,1202408400.0,45.692040,9.672381
2,0,0,1202409000.0,45.673391,9.661630
2,1,0,1202329800.0,45.687984,9.667424
2,1,0,1202318100.0,45.685557,9.673214
1,0,0,1202328600.0,45.691030,9.674068
4,0,0,1202331300.0,45.676132,9.661131
1,1,0,1202223600.0,45.695096,9.676238
2,0,0,1202200800.0,45.705558,9.696292
8,0,0,1202221500.0,45.693480,9.648496
3,0,0,1202245800.0,45.687984,9.667424
0,1,0,1202210400.0,45.688858,9.661822
1,0,0,1202133600.0,45.689605,9.661300
2,1,0,1202143800.0,45.704562,9.695340
3,0,0,1202147100.0,45.686961,9.662675
0,1,0,1202109300.0,45.696069,9.668649
3,0,0,1202107800.0,45.676089,9.661171
6,0,0,1202125800.0,45.689202,9.645886
1,1,0,1202147100.0,45.675260,9.645481
4,1,0,1202072700.0,45.681754,9.678772
1,0,0,1202074800.0,45.701442,9.654321
0,3,0,1201982400.0,45.701031,9.656879
2,0,0,1201970700.0,45.686757,9.662518
2,0,0,1201939500.0,45.688207,9.660044
2,0,0,1201942800.0,45.684719,9.658498
3,0,0,1201881600.0,45.708931,9.701638
0,1,0,1201850760.0,45.680711,9.680642
2,0,0,1201861800.0,45.693522,9.692590
3,1,0,1201886400.0,45.694274,9.689763
2,0,0,1201894200.0,45.695672,9.661869
3,0,0,1201903800.0,45.690102,9.633880
2,0,0,1201883400.0,45.687673,9.711986
